success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject,group,date,rt,stimulus,response,task_part,task,face_id,condition,age_rating
,,,,,html-keyboard-response,216,585183,0.0-2.0-1.71,8,B,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_081_grey.jpg"" alt=""Face""></div>",null,,exp1,81,grey,
,,,,,survey-text,217,585983,0.0-2.0-2.71,8,B,2/25/2026,799,,"{""age"":""33""}",,exp1,81,grey,33
,,,,,html-keyboard-response,218,586488,0.0-2.0-0.72,8,B,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,219,588490,0.0-2.0-1.72,8,B,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_085_grey.jpg"" alt=""Face""></div>",null,,exp1,85,grey,
,,,,,survey-text,220,590131,0.0-2.0-2.72,8,B,2/25/2026,1640,,"{""age"":""23""}",,exp1,85,grey,23
,,,,,html-keyboard-response,221,590633,0.0-2.0-0.73,8,B,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,222,592641,0.0-2.0-1.73,8,B,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_003_grey.jpg"" alt=""Face""></div>",null,,exp1,3,grey,
,,,,,survey-text,223,593251,0.0-2.0-2.73,8,B,2/25/2026,608,,"{""age"":""26""}",,exp1,3,grey,26
,,,,,html-keyboard-response,224,593752,0.0-2.0-0.74,8,B,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,225,595758,0.0-2.0-1.74,8,B,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_086_color.jpg"" alt=""Face""></div>",null,,exp1,86,color,
,,,,,survey-text,226,597827,0.0-2.0-2.74,8,B,2/25/2026,2068,,"{""age"":""28""}",,exp1,86,color,28
,,,,,html-keyboard-response,227,598328,0.0-2.0-0.75,8,B,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,228,600334,0.0-2.0-1.75,8,B,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_079_grey.jpg"" alt=""Face""></div>",null,,exp1,79,grey,
,,,,,survey-text,229,601198,0.0-2.0-2.75,8,B,2/25/2026,863,,"{""age"":""23""}",,exp1,79,grey,23
,,,,,html-keyboard-response,230,601702,0.0-2.0-0.76,8,B,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,231,603706,0.0-2.0-1.76,8,B,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_047_grey.jpg"" alt=""Face""></div>",null,,exp1,47,grey,
,,,,,survey-text,232,606202,0.0-2.0-2.76,8,B,2/25/2026,2496,,"{""age"":""25""}",,exp1,47,grey,25
,,,,,html-keyboard-response,233,606708,0.0-2.0-0.77,8,B,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,234,608715,0.0-2.0-1.77,8,B,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_021_grey.jpg"" alt=""Face""></div>",null,,exp1,21,grey,
,,,,,survey-text,235,610538,0.0-2.0-2.77,8,B,2/25/2026,1822,,"{""age"":""28""}",,exp1,21,grey,28
