"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","group","date","rt","stimulus","response","task_part","task","face_id","condition","age_rating"
"","","","","","survey-text","533","1033798","0.0-4.0-2.76","9","A","2/25/2026","796","","{""age"":""29""}","","exp2","105","rg_plus","29"
"","","","","","html-keyboard-response","534","1034303","0.0-4.0-0.77","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","535","1036316","0.0-4.0-1.77","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_187_rg_plus.jpg"" alt=""Face""></div>","null","","exp2","187","rg_plus",""
"","","","","","survey-text","536","1037639","0.0-4.0-2.77","9","A","2/25/2026","1321","","{""age"":""56""}","","exp2","187","rg_plus","56"
"","","","","","html-keyboard-response","537","1038152","0.0-4.0-0.78","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","538","1040168","0.0-4.0-1.78","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_184_rg_minus.jpg"" alt=""Face""></div>","null","","exp2","184","rg_minus",""
"","","","","","survey-text","539","1042081","0.0-4.0-2.78","9","A","2/25/2026","1910","","{""age"":""45""}","","exp2","184","rg_minus","45"
"","","","","","html-keyboard-response","540","1042583","0.0-4.0-0.79","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","541","1044596","0.0-4.0-1.79","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_107_rg_plus.jpg"" alt=""Face""></div>","null","","exp2","107","rg_plus",""
"","","","","","survey-text","542","1045484","0.0-4.0-2.79","9","A","2/25/2026","886","","{""age"":""29""}","","exp2","107","rg_plus","29"
"","","","","","html-keyboard-response","543","1045999","0.0-4.0-0.80","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","544","1048003","0.0-4.0-1.80","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_179_rg_plus.jpg"" alt=""Face""></div>","null","","exp2","179","rg_plus",""
"","","","","","survey-text","545","1054428","0.0-4.0-2.80","9","A","2/25/2026","6423","","{""age"":""36""}","","exp2","179","rg_plus","36"
"","","","","","html-keyboard-response","546","1054929","0.0-4.0-0.81","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","547","1056942","0.0-4.0-1.81","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_198_rg_minus.jpg"" alt=""Face""></div>","null","","exp2","198","rg_minus",""
"","","","","","survey-text","548","1058280","0.0-4.0-2.81","9","A","2/25/2026","1335","","{""age"":""60""}","","exp2","198","rg_minus","60"
"","","","","","html-keyboard-response","549","1058794","0.0-4.0-0.82","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","550","1060811","0.0-4.0-1.82","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_132_rg_minus.jpg"" alt=""Face""></div>","null","","exp2","132","rg_minus",""
"","","","","","survey-text","551","1061668","0.0-4.0-2.82","9","A","2/25/2026","856","","{""age"":""55""}","","exp2","132","rg_minus","55"
"","","","","","html-keyboard-response","552","1062177","0.0-4.0-0.83","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","553","1064189","0.0-4.0-1.83","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_168_rg_minus.jpg"" alt=""Face""></div>","null","","exp2","168","rg_minus",""
"","","","","","survey-text","554","1069511","0.0-4.0-2.83","9","A","2/25/2026","5319","","{""age"":""45""}","","exp2","168","rg_minus","45"
"","","","","","html-keyboard-response","555","1070024","0.0-4.0-0.84","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","556","1072039","0.0-4.0-1.84","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_170_rg_minus.jpg"" alt=""Face""></div>","null","","exp2","170","rg_minus",""
"","","","","","survey-text","557","1073862","0.0-4.0-2.84","9","A","2/25/2026","1820","","{""age"":""44""}","","exp2","170","rg_minus","44"
"","","","","","html-keyboard-response","558","1074373","0.0-4.0-0.85","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","559","1076387","0.0-4.0-1.85","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_172_rg_minus.jpg"" alt=""Face""></div>","null","","exp2","172","rg_minus",""
"","","","","","survey-text","560","1083140","0.0-4.0-2.85","9","A","2/25/2026","6751","","{""age"":""28""}","","exp2","172","rg_minus","28"
"","","","","","html-keyboard-response","561","1083652","0.0-4.0-0.86","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","562","1085668","0.0-4.0-1.86","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_154_rg_minus.jpg"" alt=""Face""></div>","null","","exp2","154","rg_minus",""
"","","","","","survey-text","563","1089235","0.0-4.0-2.86","9","A","2/25/2026","3564","","{""age"":""33""}","","exp2","154","rg_minus","33"
"","","","","","html-keyboard-response","564","1089751","0.0-4.0-0.87","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","565","1091752","0.0-4.0-1.87","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_104_rg_minus.jpg"" alt=""Face""></div>","null","","exp2","104","rg_minus",""
"","","","","","survey-text","566","1093438","0.0-4.0-2.87","9","A","2/25/2026","1684","","{""age"":""45""}","","exp2","104","rg_minus","45"
"","","","","","html-keyboard-response","567","1093949","0.0-4.0-0.88","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","568","1095966","0.0-4.0-1.88","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_134_rg_minus.jpg"" alt=""Face""></div>","null","","exp2","134","rg_minus",""
"","","","","","survey-text","569","1097560","0.0-4.0-2.88","9","A","2/25/2026","1592","","{""age"":""39""}","","exp2","134","rg_minus","39"
"","","","","","html-keyboard-response","570","1098064","0.0-4.0-0.89","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","571","1100079","0.0-4.0-1.89","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_157_rg_plus.jpg"" alt=""Face""></div>","null","","exp2","157","rg_plus",""
"","","","","","survey-text","572","1102606","0.0-4.0-2.89","9","A","2/25/2026","2524","","{""age"":""36""}","","exp2","157","rg_plus","36"
"","","","","","html-keyboard-response","573","1103113","0.0-4.0-0.90","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","574","1105126","0.0-4.0-1.90","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_188_rg_minus.jpg"" alt=""Face""></div>","null","","exp2","188","rg_minus",""
"","","","","","survey-text","575","1105558","0.0-4.0-2.90","9","A","2/25/2026","430","","{""age"":""9""}","","exp2","188","rg_minus","9"
"","","","","","html-keyboard-response","576","1106062","0.0-4.0-0.91","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
